graph_num,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
22991783,0,0,1,5,0,0,3,2,0,2,5,4,0,4,2,0,1,1,1,2,2,1,0,1,5,4,0,2,0,0,2,0,2,1,1,1,0,0,1,5,2,0,0,2,2,1,1,2,1,0,0,1,0,1,4,3,2,3,1,3,5,0,2,0,3,1,2,0,5,3,0,5,2,0,1,0,1,2,1,2,1,1,1,1,0,1,1,0,0,3,1,0,1,3,0,1,4,2,0,1,0,0,1,5,1,2,1,1,3,0,1,1,3,1,0,0,1,3,0,1,0,1,0,1,0,0,1,0,0,2
20326920,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296678,1,4,1,4,1,3,5,4,0,5,2,2,2,2,2,2,2,4,3,5,1,2,3,4,5,2,1,4,5,0,5,1,3,3,4,4,1,1,5,2,4,3,3,1,3,3,3,3,4,3,2,2,3,3,1,4,4,1,2,2,3,2,4,2,1,5,1,3,3,0,2,2,5,4,2,3,4,3,3,4,2,5,3,5,5,5,3,1,0,5,5,1,0,2,1,0,3,1,2,2,5,0,2,4,3,1,2,5,2,3,2,2,4,4,2,3,4,5,1,1,2,1,2,5,2,2,5,1,0,1
42060215,0,1,0,2,0,1,0,2,0,0,1,1,0,2,4,1,0,5,0,0,0,2,0,1,0,4,0,0,1,0,0,1,1,0,2,1,0,0,1,1,1,0,1,5,4,5,0,0,0,2,1,0,0,0,5,0,3,1,1,5,0,0,0,0,0,0,3,1,1,0,0,0,2,0,0,0,2,0,0,1,0,3,0,1,0,3,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,2,5,0,0,2,5,0,1,3,5,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73759385,0,1,0,1,0,0,0,2,0,0,1,1,0,2,2,0,0,1,0,0,0,0,1,2,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,2,4,1,0,1,0,0,0,0,0,1,2,2,0,0,5,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0
19887289,0,0,0,1,0,0,0,2,0,0,1,1,3,1,1,0,0,5,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,0,4,0,1,1,0,1,0,0,0,3,2,4,0,0,0,0,0,1,1,1,2,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
21903966,1,5,0,1,0,2,1,1,0,5,2,5,3,2,3,1,2,3,1,3,1,0,5,2,2,3,0,4,5,1,5,0,3,0,1,0,0,1,1,0,0,0,3,1,2,2,0,0,5,1,0,1,2,3,2,5,1,0,3,2,5,4,1,1,0,0,2,1,0,0,0,0,4,0,0,0,1,0,0,2,1,1,1,1,2,2,5,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,1,3,2,0,0,5,0,0,0,2,1,3,3,0,4,2,0,0,0,3,0,4,0,1,5,2,5,0
21652056,1,2,1,4,1,1,5,3,1,3,5,4,1,5,3,1,1,1,2,5,1,2,3,2,1,3,2,4,1,1,3,3,1,3,4,0,4,0,2,5,2,2,1,3,5,5,4,3,1,4,0,1,2,3,1,3,4,3,2,3,5,2,1,1,1,1,4,0,5,4,1,3,2,1,1,2,3,1,2,3,1,1,1,2,4,1,2,1,1,3,1,0,0,2,0,2,4,2,1,4,3,1,2,5,2,2,0,3,1,1,0,3,5,2,1,2,4,2,2,1,1,2,1,2,0,0,2,1,3,3
21701239,0,2,0,0,0,3,0,0,0,4,0,2,0,0,1,2,0,4,0,2,0,0,5,0,0,5,0,0,3,0,3,0,0,0,3,0,0,0,2,2,0,0,2,0,1,1,0,0,2,1,0,1,2,0,0,5,3,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,1,0,1,2,3,0,0,0,3,0,0,0,0,1,0,2,0,0,5,0,0,0
22300476,1,3,4,1,1,1,3,2,0,1,2,0,1,1,3,0,0,4,1,3,0,0,4,2,3,4,1,2,2,4,2,1,2,3,4,3,1,1,5,3,2,1,2,2,1,1,3,0,1,3,1,2,2,1,1,1,5,3,3,3,2,5,3,4,3,0,3,1,0,5,0,2,1,1,2,0,2,0,1,2,3,1,2,1,3,2,0,3,2,4,2,1,0,1,1,0,0,1,2,2,1,3,2,2,1,0,1,3,1,1,0,2,3,0,0,2,2,4,2,3,2,0,3,4,1,0,4,0,0,1
29130154,1,3,3,3,0,3,2,1,0,2,0,3,0,0,0,3,1,3,4,3,0,1,3,2,1,2,0,5,2,0,5,3,2,2,4,2,0,0,3,0,2,5,2,0,0,2,0,0,2,1,1,1,1,2,1,3,5,1,3,2,4,1,1,0,0,0,0,0,2,0,1,4,3,1,0,2,0,0,5,4,0,0,3,3,3,0,2,0,0,0,0,0,1,0,0,0,0,1,1,3,1,0,0,1,2,0,0,2,0,0,0,0,2,2,0,1,1,1,0,0,2,0,1,3,0,0,2,0,0,0
34373442,0,0,1,2,0,0,2,2,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,2,2,0,1,1,1,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2,4,0,0,1,0,1,3,0,0,0,0,0,5,0,1,0,5,0,0,5,0,0,5,0,2,0,4,1,5,0,1,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,0,2
32235221,0,3,0,2,0,0,0,0,0,4,1,1,0,0,3,0,0,2,2,2,1,3,4,0,0,2,0,4,1,0,1,0,4,1,3,2,0,0,4,3,1,0,0,0,3,5,1,0,0,0,1,1,1,1,0,1,3,2,1,4,5,0,0,0,5,0,0,0,1,0,0,2,5,1,1,3,0,0,1,2,0,4,4,2,3,1,0,1,0,3,1,0,0,1,0,0,3,0,0,2,0,0,0,5,2,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,1,1,0,4,1,1,2,0,0,0
21490433,0,4,2,1,0,2,1,3,2,5,2,1,3,3,1,5,2,4,1,4,1,0,5,0,0,4,0,2,2,0,5,1,2,3,3,2,0,2,1,1,2,1,2,2,1,3,1,1,3,1,1,1,2,3,1,5,5,0,3,3,2,4,1,1,0,2,1,2,1,1,1,2,2,1,0,1,2,0,1,4,0,3,1,0,4,1,5,0,1,1,1,0,0,1,0,0,1,0,3,2,3,0,1,0,2,1,0,5,0,0,1,4,3,4,2,0,3,3,0,0,0,2,0,5,0,0,5,1,4,0
21429782,0,5,4,5,1,2,1,1,1,5,2,5,4,3,1,1,2,5,5,3,3,1,5,4,3,3,1,5,5,1,5,2,5,4,5,1,0,0,4,4,1,3,1,2,0,1,2,0,5,1,2,2,3,1,3,2,4,1,5,1,5,2,4,1,4,0,1,2,3,0,1,1,5,3,2,2,3,3,5,4,1,2,5,3,5,1,5,1,2,5,1,3,2,1,3,0,2,1,3,4,5,0,1,5,2,5,1,5,0,2,0,5,0,2,4,2,5,4,2,0,5,3,2,5,0,3,5,2,3,2
39630512,0,5,2,1,0,0,1,2,0,0,4,1,1,5,2,2,0,3,2,3,1,1,3,4,0,4,0,2,2,0,1,0,3,1,4,2,0,0,3,3,4,2,1,1,2,1,1,0,1,2,1,1,3,2,0,3,4,2,1,5,0,3,2,0,0,0,2,1,0,1,0,2,4,2,1,2,5,0,1,0,2,2,1,2,0,0,1,0,0,0,2,0,0,0,0,1,1,0,2,1,2,0,0,5,4,0,2,2,1,0,1,2,5,2,0,1,0,2,5,1,1,0,0,3,0,0,4,1,0,0
20067790,0,0,0,0,0,0,0,1,0,0,1,3,0,0,2,0,0,1,2,3,1,0,1,5,1,0,0,3,3,0,4,0,5,0,0,3,0,0,3,0,2,2,4,0,0,0,1,0,0,0,1,3,0,0,0,3,0,0,3,0,3,1,0,0,3,1,2,0,2,0,0,1,5,0,1,0,0,0,2,0,0,0,3,0,0,3,1,0,0,2,2,0,2,1,0,0,1,0,0,3,0,0,0,2,0,0,0,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31670053,0,1,0,3,0,0,0,2,0,5,3,0,0,1,3,0,0,5,1,2,0,2,3,0,0,4,0,2,1,0,1,0,1,3,4,2,0,0,0,1,1,0,0,3,5,5,0,0,0,0,0,0,0,2,2,1,3,0,1,5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,2,2,0,2,0,1,4,1,0,0,0,1,0,0,0,5,0,0,1,0,0,2,0,0,0,2,5,0,0,2,1,0,3,2,5,0,0,0,2,0,2,0,0,0,0,2,0,0,2,0,0,0
59812380,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,5,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26289480,0,1,0,1,0,0,1,4,0,0,1,1,1,3,4,0,0,5,1,0,0,4,1,0,1,5,0,1,0,0,0,0,2,0,3,1,0,0,3,5,1,0,2,4,5,5,0,0,0,0,0,1,1,3,3,1,4,1,0,5,1,1,0,0,1,1,4,2,0,0,2,0,0,0,0,0,0,0,0,3,0,1,1,1,2,0,1,0,0,0,1,0,1,5,0,1,0,0,0,1,0,0,1,5,5,0,1,0,2,0,1,2,5,1,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0,0
581716,0,5,0,0,4,1,0,0,1,4,0,0,0,1,1,1,1,3,0,2,1,0,5,0,0,5,0,2,1,1,5,0,0,0,0,0,0,1,1,0,1,1,3,3,0,0,3,2,1,0,3,0,0,0,5,1,1,0,5,1,5,5,1,0,1,0,1,2,0,0,0,0,1,1,0,0,5,0,1,0,0,0,1,0,0,1,2,0,1,1,5,0,1,0,1,0,0,0,5,1,1,0,0,0,0,0,0,3,0,0,0,5,0,2,5,0,5,2,0,1,0,5,0,2,0,0,2,3,2,0
72839334,0,1,0,1,0,0,0,0,0,0,4,2,0,0,4,0,0,5,0,0,0,1,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,5,0,0,2,0,2,3,0,4,0,1,0,0,0,5,3,1,0,0,0,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
26492102,0,0,0,3,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,3,1,0,0,0,4,5,0,1,0,5,0,4,5,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,4,4,3,0,1,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34925733,0,1,1,4,0,0,1,1,0,0,2,0,0,4,1,2,3,3,5,2,3,0,5,2,0,3,0,5,4,1,5,1,5,4,5,5,0,0,2,0,1,3,0,0,0,0,2,0,2,0,0,1,0,1,0,2,2,0,4,2,4,0,3,0,4,0,0,1,2,0,1,4,0,0,1,5,1,1,4,3,3,2,3,1,0,5,5,1,0,5,3,2,1,1,0,0,0,2,0,3,0,0,0,1,1,4,0,3,1,0,2,0,1,0,0,0,2,5,0,0,0,1,0,5,0,0,1,0,0,0
57029179,0,2,0,2,0,0,1,1,3,0,1,1,2,2,1,0,0,0,0,0,3,0,5,3,5,2,0,0,1,0,0,0,0,5,5,2,1,0,2,0,3,0,0,1,0,1,0,0,0,0,1,0,5,5,0,0,5,1,1,0,0,1,1,0,2,0,1,0,1,0,0,0,5,2,0,2,0,2,1,0,0,5,3,3,0,2,1,2,1,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,3,0,1,2,0,1,1,1,1,0,3,4,0,0,0
74359104,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,2,0,2,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,2,2,0,3,0,0,1,0,0,0,0,0,0,4,1,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,1,1,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0
20026969,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,5,0,3,0,3,0,0,3,0,3,0,4,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,1,1,0,2,0,0,4,0,2,3,2,0,0,0,3,0,0,0,3,0,0,0,5,0,2,0,0,0,4,5,0,0,0,1,3,4,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
24907845,0,2,1,4,1,1,2,2,1,0,3,4,0,1,3,0,0,3,0,0,3,0,0,5,4,4,1,5,0,0,3,0,0,5,5,3,0,0,0,3,1,0,0,0,0,3,0,0,2,0,2,0,2,5,0,4,5,0,4,4,5,0,1,0,0,1,3,0,3,0,0,1,5,0,4,0,3,1,3,5,2,4,2,4,5,1,2,2,0,2,2,0,0,3,0,0,1,0,2,0,0,1,0,5,4,2,0,3,2,0,0,0,3,1,0,0,4,0,0,0,0,0,0,1,0,0,4,0,0,0
19543708,1,5,1,3,1,0,2,1,0,3,0,5,2,0,2,5,1,1,1,2,1,5,2,1,2,3,1,1,5,2,2,1,0,2,1,2,2,0,3,3,2,2,1,0,4,2,2,1,2,4,0,2,3,0,2,5,4,2,2,5,2,3,2,0,1,2,1,0,2,0,0,1,2,2,1,1,4,0,0,0,0,1,1,4,4,1,1,0,2,0,0,0,2,2,0,0,2,0,1,0,3,0,2,2,3,0,1,3,2,0,0,0,5,2,1,2,2,3,0,0,1,2,1,5,0,0,5,1,1,0
21542029,0,1,0,4,0,0,1,1,0,0,0,1,0,1,0,0,1,3,1,2,3,0,1,5,3,5,0,0,1,0,0,0,3,5,5,2,1,0,1,1,0,2,1,0,4,5,0,0,0,1,0,0,5,5,2,4,5,0,1,5,4,1,2,0,3,2,0,0,4,0,0,1,5,2,4,5,3,0,0,0,0,5,3,4,4,4,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,2,5,2,1,0,2,0,0,2,0,5,0,0,2,0,2,1,0,0,0,0,3,0,1,3,0,0,0
20577176,2,2,0,2,0,0,0,1,0,0,3,5,0,3,0,2,1,0,2,3,5,0,3,0,0,1,0,5,4,1,5,3,5,2,3,4,0,3,2,4,1,5,0,0,2,1,0,0,1,0,4,5,0,1,1,0,0,1,4,1,3,2,5,0,3,0,0,1,3,2,0,5,1,0,1,4,0,1,2,2,3,4,5,0,3,5,5,0,0,5,2,1,2,0,4,0,0,0,0,4,0,0,1,2,1,5,2,0,0,0,0,0,1,0,0,0,0,3,1,1,1,0,0,4,0,5,0,0,0,0
50759302,3,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,0,1,0,0,4,1,3,2,0,0,0,0,4,1,3,1,4,1,1,2,2,3,0,0,1,2,2,1,0,0,2,3,0,0,2,1,0,0,0,0,1,0,0,1,4,0,0,3,4,1,1,3,2,0,0,2,1,0,0,1,0,0,0,0,0,2,3,0,0,3,4,0,2,3,2,1,3,0,0,0,0,5,0,3,0,0,1,0,2,2,1,0,0,0,3,0,2,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0
68212693,0,0,0,2,0,0,1,3,0,5,2,1,0,0,3,0,0,4,0,0,0,0,3,2,1,5,0,2,0,0,2,0,0,3,1,0,0,0,0,0,5,0,0,4,4,5,0,0,0,0,0,0,0,1,3,1,4,0,1,5,2,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,3,1,3,0,0,4,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,5,0,0,2,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
28609701,0,2,0,2,0,0,1,2,0,0,4,1,1,3,1,2,2,3,5,2,4,3,5,1,0,4,0,5,4,0,5,2,5,2,4,4,0,1,3,0,0,5,2,0,1,1,1,1,3,1,2,2,1,1,1,2,3,1,5,4,4,0,5,0,4,1,0,2,2,0,0,3,2,0,0,5,0,0,4,3,3,3,5,1,2,3,5,0,0,3,2,1,2,0,1,0,0,0,0,2,0,1,1,2,3,4,1,4,0,0,1,1,2,0,0,0,1,4,1,0,0,1,0,5,0,0,2,0,0,0
48547745,1,5,2,5,0,3,3,3,0,4,3,3,3,3,1,2,1,4,3,4,2,2,5,5,3,5,1,4,3,2,5,1,3,2,3,3,1,1,2,5,3,3,2,1,3,3,2,1,2,2,5,3,2,2,3,4,5,2,2,4,5,5,2,1,3,2,1,2,2,1,1,2,5,2,2,1,4,2,2,2,2,4,4,4,4,3,2,1,1,2,1,1,1,3,2,2,3,1,1,4,3,1,2,3,4,1,1,5,2,2,1,3,4,3,1,1,3,3,2,0,3,1,2,5,0,2,5,1,4,0
69892366,0,0,0,1,0,0,3,1,0,0,0,1,0,0,5,0,0,0,0,0,3,4,0,5,2,5,0,0,0,0,0,0,1,5,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,5,0,0,5,1,0,0,0,0,2,1,0,2,0,1,0,5,0,2,0,0,0,1,0,0,5,0,4,4,1,2,1,0,0,3,0,0,5,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,1,1,5,0,0,1,0,0,0,2,0,0,0,0,0,0,2,1,0,0
20112175,0,0,1,0,0,0,0,1,0,2,0,2,0,0,0,0,0,1,5,1,5,1,5,1,0,1,2,5,5,1,5,2,5,4,1,5,0,0,4,5,0,2,1,0,0,0,3,0,1,0,3,3,1,0,0,0,0,0,4,1,5,0,5,0,5,0,2,1,5,0,0,5,1,0,1,4,0,3,5,2,3,1,5,0,0,5,5,1,0,5,1,0,3,3,0,0,5,0,0,5,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,2,2,5,0,0,0,0
22029424,0,0,0,1,0,0,1,0,2,0,2,1,1,0,1,1,2,0,0,0,0,0,2,3,0,1,2,0,2,0,0,0,0,3,2,3,0,0,0,2,1,0,0,1,0,0,0,1,0,1,2,0,5,3,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,3,5,1,0,1,2,1,0,3,2,5,0,0,0,0,3,0,1,0,3,1,2,0,0,0,4,0,0,1,2,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0
22403576,1,1,2,2,1,1,1,3,2,2,2,3,3,2,1,1,1,2,3,3,3,1,3,5,4,3,0,1,1,0,3,4,0,2,5,2,1,2,1,2,1,1,1,2,1,3,1,0,1,2,1,2,2,3,4,1,3,2,1,2,2,2,3,2,2,2,3,5,1,1,2,3,3,1,3,0,2,2,1,5,1,4,2,3,2,2,2,1,2,2,2,1,1,2,3,2,5,2,2,3,2,2,1,2,2,3,2,2,1,3,1,0,2,1,1,1,2,2,1,2,3,1,2,4,1,1,2,1,1,1
19238304,0,0,0,2,0,0,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,1,4,1,0,5,0,3,1,0,5,0,0,1,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,1,0,0,3,2,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,1,0,1,0,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
57539163,1,1,0,1,0,0,0,5,1,1,2,1,3,1,3,1,0,5,1,0,2,1,2,1,0,5,0,1,1,0,1,0,1,0,4,2,0,0,0,0,1,0,0,5,5,5,0,0,1,1,0,1,1,4,3,3,2,0,1,5,2,0,0,0,1,1,5,2,0,1,0,0,0,1,0,0,0,0,0,2,0,1,1,0,2,0,0,0,0,1,1,1,0,5,0,0,0,0,2,1,0,0,0,2,5,2,0,2,3,0,2,2,4,0,0,0,0,1,0,0,0,1,0,2,0,0,2,0,1,0
